-1.5e0 -1.5e0 4.0e0 4.0e0
-1.469698e0 -1.5e0 3.9100113e0 3.9100113e0
-1.439396e0 -1.5e0 3.8218628e0 3.8218628e0
-1.4090941e0 -1.5e0 3.7355469e0 3.7355469e0
-1.3787921e0 -1.5e0 3.6510666e0 3.6510666e0
-1.34849e0 -1.5e0 3.5684235e0 3.5684235e0
-1.318188e0 -1.5e0 3.4876205e0 3.4876205e0
-1.287886e0 -1.5e0 3.4086502e0 3.4086502e0
-1.257584e0 -1.5e0 3.331517e0 3.331517e0
-1.2272821e0 -1.5e0 3.2562225e0 3.2562225e0
-1.19698e0 -1.5e0 3.1827621e0 3.1827621e0
-1.166678e0 -1.5e0 3.1111374e0 3.1111374e0
-1.136376e0 -1.5e0 3.0413483e0 3.0413483e0
-1.106074e0 -1.5e0 2.9734009e0 2.9734009e0
-1.0757721e0 -1.5e0 2.907286e0 2.907286e0
-1.04547e0 -1.5e0 2.8430069e0 2.8430069e0
-1.015168e0 -1.5e0 2.780568e0 2.780568e0
-9.84866e-1 -1.5e0 2.7199611e0 2.7199611e0
-9.54564e-1 -1.5e0 2.6611925e0 2.6611925e0
-9.242621e-1 -1.5e0 2.6042604e0 2.6042604e0
-8.9396e-1 -1.5e0 2.5491644e0 2.5491644e0
-8.63658e-1 -1.5e0 2.4959052e0 2.4959052e0
-8.33356e-1 -1.5e0 2.4444823e0 2.4444823e0
-8.03054e-1 -1.5e0 2.3948958e0 2.3948958e0
-7.72752e-1 -1.5e0 2.3471458e0 2.3471458e0
-7.4245e-1 -1.5e0 2.301232e0 2.301232e0
-7.12148e-1 -1.5e0 2.2571547e0 2.2571547e0
-6.81846e-1 -1.5e0 2.214914e0 2.214914e0
-6.51544e-1 -1.5e0 2.1745096e0 2.1745096e0
-6.21242e-1 -1.5e0 2.1359418e0 2.1359418e0
-5.9094e-1 -1.5e0 2.09921e0 2.09921e0
-5.60638e-1 -1.5e0 2.0643149e0 2.0643149e0
-5.30336e-1 -1.5e0 2.0312563e0 2.0312563e0
-5.00034e-1 -1.5e0 2.000034e0 2.000034e0
